Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,indicator,weight
Mill Park,5 Higgs Av,4.0,h,720000.0,SP,HAR,2017-01-28 00:10:00,17.9,0.0,4.0,2.0,2.0,630.0,Whittlesea City Council,-37.67431,145.06457,Northern Metropolitan,10529.0,1,0.8636363636363636
Doncaster,33 Thiele St,4.0,h,1396000.0,S,Barry,2016-01-03 00:12:00,13.9,0.0,4.0,1.0,2.0,658.0,Manningham City Council,-37.7827,145.1358,Eastern Metropolitan,9028.0,0,0.9545454545454546
Watsonia,2 Rushworth St,4.0,h,1063000.0,S,Morrison,2017-01-11 00:11:00,14.5,0.0,4.0,2.0,1.0,495.0,Banyule City Council,-37.7064,145.0841,Northern Metropolitan,2329.0,1,0.8181818181818181
Point Cook,11 Livorno La,4.0,h,692000.0,S,Reliance,2018-01-03 00:02:00,14.7,0.0,4.0,2.0,2.0,525.8,Wyndham City Council,-37.88605,144.74302,Western Metropolitan,15542.0,1,0.8181818181818181
Epping,111 Peppercorn Pde,4.0,h,656000.0,S,RW,2017-01-28 00:10:00,19.6,0.0,4.0,1.0,2.0,570.0,Whittlesea City Council,-37.64907,145.04282,Northern Metropolitan,10926.0,0,0.9545454545454546
Dallas,41 Berger St,4.0,h,560000.0,S,Barry,2017-01-28 00:10:00,14.0,0.0,4.0,3.0,2.0,541.2,Hume City Council,-37.66996,144.93806999999998,Northern Metropolitan,2246.0,0,0.9090909090909091
Clayton South,17b Helena St,4.0,t,963000.0,S,C21,2017-01-28 00:10:00,17.5,0.0,4.0,3.0,1.0,612.6,Kingston City Council,-37.93379,145.12402,South-Eastern Metropolitan,4734.0,1,0.8181818181818181
Burwood,2/29 Renown St,3.0,u,1056000.0,S,Buxton,2017-01-28 00:10:00,10.4,0.0,1.6322516511241858,3.568202553852548,2.0,385.0,Monash City Council,-37.77008361967047,145.3462496453577,Southern Metropolitan,5678.0,1,0.5909090909090908
Bundoora,20 Hibiscus Av,4.0,h,870000.0,S,Barry,2017-01-28 00:10:00,12.1,0.0,4.0,2.0,2.0,560.2,Banyule City Council,-37.68294,145.06249,Northern Metropolitan,10175.0,1,0.8636363636363636
Hawthorn,9/125 Riversdale Rd,2.0,u,600000.0,SP,Jellis,2017-01-21 00:10:00,5.3,0.0,2.956198312549411,2.921304966557507,2.0,11.0,Boroondara City Council,-37.88161915198407,145.04664330475367,Southern Metropolitan,11308.0,1,0.5909090909090908
Bentleigh East,370 McKinnon Rd,2.0,h,1630000.0,S,C21,2017-01-25 00:02:00,13.9,0.0,2.0,1.0,2.0,724.0,Glen Eira City Council,-37.9135,145.0557,Southern Metropolitan,10969.0,1,0.8636363636363636
Elwood,10/229 Brighton Rd,2.0,u,526000.0,S,Chisholm,2016-01-27 00:11:00,7.7,0.0,2.0,1.0,0.0,0.0,Port Phillip City Council,-37.8809,144.9947,Southern Metropolitan,8989.0,0,0.9545454545454546
Essendon,115 Fawkner St,2.0,h,1255000.0,S,Paul,2016-01-22 00:05:00,8.0,0.0,2.803724718487862,1.069302488351133,2.0,482.00000000000006,Moonee Valley City Council,-37.89053297970732,145.01815793897987,Western Metropolitan,9264.0,1,0.5909090909090908
Essendon,43a Deakin St,3.0,t,787000.0,S,Barry,2016-01-27 00:06:00,8.0,0.0,1.1070405219193071,0.6570833118961241,2.0,263.79999999999995,Moonee Valley City Council,-37.89604724307221,144.979551642837,Western Metropolitan,9264.0,1,0.5909090909090908
Kingsbury,2/4 Bradshaw St,1.0,u,355000.0,SP,Ray,2017-01-28 00:10:00,12.1,0.0,0.7148889673892123,3.6425467755538596,2.0,998.1999999999999,Moonee Valley City Council,-37.850292089283116,145.02418964650133,Northern Metropolitan,1414.0,1,0.5454545454545454
Eltham,4 Onkara Ct,4.0,h,940000.0,S,Jellis,2017-01-21 00:10:00,18.0,0.0,4.0,2.0,2.0,877.0,Banyule City Council,-37.70893,145.17081000000002,Eastern Metropolitan,6990.0,1,0.8636363636363636
Clifton Hill,413a Wellington St,2.0,h,1209000.0,S,Jellis,2016-01-08 00:10:00,3.4,0.0,2.0,1.0,1.0,140.0,Yarra City Council,-37.7919,144.9884,Northern Metropolitan,2954.0,0,0.9545454545454546
Brunswick West,10/520 Moreland Rd,2.0,u,420000.0,S,Nelson,2017-01-18 00:11:00,5.2,0.0,2.595869232898341,1.8492725880322531,2.0,189.00000000000003,Moreland City Council,-37.77930684864344,145.20453734409196,Northern Metropolitan,7082.0,1,0.5909090909090908
Croydon,1/71 Kent Av,2.0,u,523500.0,S,Max,2017-01-09 00:12:00,23.0,0.0,1.7652472625813787,1.2996976097367223,2.0,940.2,Maroondah City Council,-37.87605722824388,144.7230183268744,Eastern Metropolitan,11925.0,1,0.5909090909090908
Coburg,74 Glengyle St,3.0,h,1050000.0,PI,Nelson,2017-01-09 00:12:00,6.7,0.0,3.0,1.0,2.0,382.0,Darebin City Council,-37.7545,144.97739,Northern Metropolitan,11204.0,0,0.9090909090909091
Bentleigh,6 Mavho St,2.0,h,1750000.0,VB,Buxton,2017-01-09 00:12:00,11.4,0.0,2.0,1.0,1.0,717.0,Glen Eira City Council,-37.92092,145.03388,Southern Metropolitan,6795.0,0,0.9545454545454546
Reservoir,2/61 Marchant Av,2.0,t,600000.0,S,Nelson,2018-01-06 00:01:00,12.0,0.0,1.880387441261643,1.3258469497910808,2.0,384.40000000000003,Darebin City Council,-37.90128412525862,144.86690114638594,Northern Metropolitan,21650.0,1,0.5909090909090908
Kurunjang,14 Narebar Ct,3.0,h,381000.0,S,PRDNationwide,2018-01-06 00:01:00,31.7,0.0,3.0,2.0,2.0,548.1999999999999,Melton City Council,-37.6698,144.5945,Northern Victoria,3553.0,0,0.9090909090909091
Brunswick,79 Hope St,4.0,h,1450000.0,S,Jellis,2016-01-07 00:11:00,5.2,0.0,4.0,2.0,2.0,323.0,Moreland City Council,-37.7637,144.9565,Northern Metropolitan,11918.0,1,0.8636363636363636
Brunswick,58a Cassels Rd,2.0,t,810000.0,S,Ray,2016-01-28 00:08:00,5.2,0.0,0.7947771705093625,1.3738593598016569,2.0,202.4,Moreland City Council,-37.92921301691357,145.18057779621537,Northern Metropolitan,11918.0,1,0.5909090909090908
Brunswick West,497 Albion St,5.0,h,1350000.0,SP,Woodards,2016-01-07 00:11:00,5.9,0.0,5.0,2.0,2.0,510.0,Moreland City Council,-37.7581,144.9414,Northern Metropolitan,7082.0,0,0.9545454545454546
Brunswick West,23/80 Hopetoun Av,3.0,u,737000.0,S,Nelson,2017-01-25 00:02:00,5.9,0.0,3.1100688996736428,1.389497904043171,2.0,210.60000000000002,Moreland City Council,-37.91904154569671,144.80778161518077,Northern Metropolitan,7082.0,1,0.5909090909090908
Greensborough,9A Scotland Av,3.0,t,920000.0,S,Darren,2018-01-06 00:01:00,16.1,0.0,3.0,2.0,2.0,788.0,Banyule City Council,-37.70189,145.09702,Northern Metropolitan,8524.0,1,0.8181818181818181
Altona,7 Chifley Av,3.0,h,1010000.0,SP,Barlow,2017-01-18 00:11:00,11.0,0.0,3.0,1.0,5.0,646.8,Hobsons Bay City Council,-37.8646,144.8377,Western Metropolitan,5301.0,0,0.9090909090909091
Elwood,5/34 Pine Av,3.0,u,1800000.0,SP,Chisholm,2018-01-06 00:01:00,7.2,0.0,3.9464674210457886,2.938375488955105,2.0,356.4,Port Phillip City Council,-37.80978774451527,145.1909525559459,Southern Metropolitan,8989.0,1,0.5909090909090908
Wollert,19 Joyfields Pl,3.0,h,710000.0,SP,Iconek,2017-01-25 00:11:00,25.5,0.0,3.0,2.0,2.0,393.0,Whittlesea City Council,-37.6132,145.0186,Northern Metropolitan,2940.0,1,0.8636363636363636
Preston,8 Beatrice St,3.0,h,880000.0,S,McGrath,2017-01-09 00:12:00,8.4,0.0,3.0,1.0,3.0,581.0,Darebin City Council,-37.73721,145.0262,Northern Metropolitan,14577.0,1,0.8636363636363636
Melbourne,1009/70 Queens Rd,2.0,u,1180000.0,S,Hodges,2017-01-25 00:11:00,0.0,0.0,3.888966476741396,2.137505997698142,2.0,846.0,Darebin City Council,-37.93139236248844,145.03649909372953,Northern Metropolitan,17496.0,1,0.5454545454545454
Kilsyth,132 Lomond Av,3.0,h,680000.0,PI,Schroeder,2017-01-25 00:11:00,26.0,0.0,3.0,2.0,6.0,671.8000000000001,Maroondah City Council,-37.7973,145.3202,Eastern Metropolitan,4654.0,1,0.8181818181818181
Carlton North,1018 Drummond St,4.0,h,2520000.0,S,Nelson,2016-01-16 00:04:00,3.2,0.0,4.0,2.0,2.0,504.00000000000006,Melbourne City Council,-37.7805,144.9721,Northern Metropolitan,3106.0,0,0.9545454545454546
South Morang,4 Rialton Ri,4.0,h,752000.0,S,HAR,2017-01-18 00:11:00,20.5,0.0,2.897889323724853,4.063632727151352,2.0,594.7999999999998,Whittlesea City Council,-37.829027356226874,144.8960311628415,Northern Metropolitan,7969.0,1,0.5909090909090908
Caulfield North,7/19 Hawthorn Rd,2.0,u,520500.0,S,Gary,2016-01-13 00:08:00,8.1,0.0,2.0,1.0,1.0,0.0,Glen Eira City Council,-37.8681,145.0258,Southern Metropolitan,6923.0,1,0.8636363636363636
Gladstone Park,16 Hall Rd,3.0,h,650000.0,SP,Barry,2017-01-18 00:11:00,12.9,0.0,3.0,1.0,4.0,549.0,Hume City Council,-37.6916,144.8982,Western Metropolitan,3285.0,0,0.9545454545454546
Frankston South,8 Crestview Ct,3.0,h,686000.0,S,hockingstuart,2017-01-18 00:11:00,38.0,0.0,3.0,2.0,2.0,1145.6,Frankston City Council,-38.1856,145.1448,South-Eastern Metropolitan,7566.0,0,0.8636363636363636
Doveton,23 Matipo St,3.0,h,600000.0,S,Stockdale,2017-01-18 00:11:00,28.8,0.0,3.0,1.0,1.0,625.6000000000001,Casey City Council,-37.993,145.2354,South-Eastern Metropolitan,3533.0,0,0.9090909090909091
Burwood,3/16 Wridgway Av,2.0,u,758000.0,SP,Buxton,2018-01-06 00:01:00,10.4,0.0,3.545723767701017,7.890153943363532,2.0,205.2,Monash City Council,-37.88094990217374,144.99972192747114,Southern Metropolitan,5678.0,1,0.5909090909090908
Croydon,2/19 James Rd,3.0,u,645000.0,S,Philip,2018-01-17 00:02:00,23.0,0.0,3.1816287216537154,1.823157232302568,2.0,499.59999999999997,Maroondah City Council,-37.821896872397836,145.1832873588581,Eastern Metropolitan,11925.0,1,0.5909090909090908
Brighton,1A Laburnum Ct,3.0,t,1900000.0,VB,Buxton,2017-01-21 00:10:00,10.5,0.0,3.5631526134029246,0.9854997505985473,2.0,456.59999999999997,Bayside City Council,-37.799326776372425,144.85076571705952,Southern Metropolitan,10579.0,1,0.5909090909090908
Beaumaris,11 Banksia Av,4.0,h,2070000.0,S,Ray,2017-01-21 00:10:00,17.3,0.0,4.0,2.0,2.0,650.0,Bayside City Council,-37.98902,145.04153,Southern Metropolitan,5366.0,0,0.9545454545454546
Sunshine West,65 Europa Bnd,1.0,h,460000.0,S,S&L,2017-01-26 00:08:00,10.5,0.0,2.1844811777183457,3.5178140400305424,2.0,137.39999999999998,Bayside City Council,-37.7144671384592,144.83523296172584,Western Metropolitan,6763.0,1,0.5454545454545454
Hampton East,4 Besant St,3.0,h,1070000.0,S,Hodges,2016-01-19 00:11:00,14.5,0.0,3.0,1.0,3.0,583.0,Bayside City Council,-37.9428,145.0296,Southern Metropolitan,2356.0,0,0.9545454545454546
South Morang,18 Warbler Wk,3.0,h,691000.0,S,Millership,2017-01-26 00:08:00,20.5,0.0,3.0504253860751547,5.814365548445808,2.0,515.6,Whittlesea City Council,-37.83124214650686,145.0795447113712,Northern Metropolitan,7969.0,1,0.5909090909090908
South Melbourne,4 Anderson St,5.0,h,4500000.0,VB,Marshall,2017-01-26 00:08:00,1.9,0.0,5.0,3.0,1.0,432.8,Port Phillip City Council,-37.84008,144.95976000000002,Southern Metropolitan,5943.0,0,0.9090909090909091
Reservoir,1/75 North Rd,2.0,u,580000.0,PI,Ray,2018-01-03 00:03:00,12.0,0.0,2.8897002125546885,6.154328406152175,2.0,381.20000000000005,Darebin City Council,-37.714813286061606,144.96358210871585,Northern Metropolitan,21650.0,1,0.5909090909090908
Melton South,115 Exford Rd,3.0,h,340000.0,S,Raine,2017-01-26 00:08:00,29.8,0.0,3.0,1.0,1.0,589.8,Melton City Council,-37.71371,144.57272,Western Victoria,4718.0,0,0.9090909090909091
Knoxfield,1/5 Bunnett Rd,4.0,h,704000.0,S,Ray,2017-01-26 00:08:00,23.3,0.0,4.0,2.0,4.0,755.8000000000001,Knox City Council,-37.87716,145.2565,Eastern Metropolitan,2949.0,0,0.9090909090909091
Croydon,9 Columbia Av,5.0,h,1188000.0,S,hockingstuart,2017-01-26 00:08:00,23.0,0.0,5.0,2.0,2.0,863.9999999999999,Maroondah City Council,-37.79546,145.27002,Eastern Metropolitan,11925.0,0,0.9545454545454546
Bentleigh East,21 Matthews Rd,3.0,h,1151000.0,S,Woodards,2017-01-26 00:08:00,13.8,0.0,3.0,1.0,3.0,640.9999999999999,Glen Eira City Council,-37.92914,145.07295,Southern Metropolitan,10969.0,1,0.8181818181818181
Heidelberg West,523 Waterdale Rd,3.0,h,480000.0,PI,Ray,2016-01-18 00:06:00,9.4,0.0,3.0,1.0,1.0,338.0,Banyule City Council,-37.739,145.0481,Eastern Metropolitan,2674.0,0,0.9090909090909091
Hampton East,20 Highbury Av,4.0,h,1525000.0,S,Marshall,2016-01-03 00:09:00,14.5,0.0,4.711896509272419,4.232074859082755,2.0,685.1999999999999,Bayside City Council,-37.80148585307673,145.12332763706206,Southern Metropolitan,2356.0,1,0.5909090909090908
Camberwell,2/31 King St,3.0,u,1840000.0,S,Jellis,2017-01-23 00:09:00,7.7,0.0,3.0515306400400206,0.9810660774321601,2.0,461.6,Boroondara City Council,-37.770529366144125,144.8739383005259,Southern Metropolitan,8920.0,1,0.5909090909090908
Vermont South,104 Weeden Dr,5.0,h,1300000.0,S,Biggin,2017-01-19 00:08:00,17.2,0.0,5.0,2.0,2.0,786.0,Whitehorse City Council,-37.86072,145.18489,Eastern Metropolitan,4280.0,1,0.8636363636363636
Ivanhoe,1/7 Ambrose St,3.0,h,650000.0,S,Jellis,2016-01-13 00:08:00,7.9,0.0,1.848366556445696,3.27660245273347,2.0,248.99999999999997,Banyule City Council,-37.91743331844979,145.15100173439114,Eastern Metropolitan,5549.0,1,0.5454545454545454
Boronia,2/374 Dorset Rd,3.0,u,641000.0,S,McGrath,2018-01-10 00:03:00,25.0,0.0,3.8393677267789172,1.5838615528462279,2.0,731.0,Knox City Council,-37.96910318091709,144.99917094549218,Eastern Metropolitan,9704.0,1,0.5909090909090908
Heathmont,21 Balfour Av,5.0,h,1825000.0,SP,Barry,2017-01-19 00:08:00,21.3,0.0,5.0,3.0,2.0,779.0,Maroondah City Council,-37.83015,145.24171,Eastern Metropolitan,3794.0,1,0.9090909090909091
Flemington,80 Dover St,3.0,t,1017500.0,S,Jellis,2017-01-19 00:08:00,3.4,0.0,3.0,2.0,2.0,459.00000000000006,Melbourne City Council,-37.78273,144.92358000000002,Northern Metropolitan,3593.0,0,0.9545454545454546
Kensington,10 Altona St,2.0,h,905000.0,S,Edward,2016-01-08 00:10:00,4.2,0.0,2.0,2.0,1.0,138.0,Melbourne City Council,-37.799,144.9276,Northern Metropolitan,5263.0,0,0.9545454545454546
Kew,13 Annadale St,3.0,h,1635000.0,S,Jellis,2016-01-03 00:09:00,5.6,0.0,3.0,1.0,2.0,396.0,Boroondara City Council,-37.8102,145.0451,Southern Metropolitan,10331.0,1,0.9090909090909091
Kew,3/81 Derby St,2.0,u,630000.0,PI,Marshall,2017-01-04 00:03:00,5.6,0.0,2.0,1.0,2.0,91.0,Boroondara City Council,-37.8003,145.0375,Southern Metropolitan,10331.0,1,0.9090909090909091
Reservoir,14 Pershing St,3.0,h,1074000.0,S,Nelson,2017-01-16 00:09:00,12.0,0.0,3.0,1.0,2.0,543.8000000000001,Darebin City Council,-37.72538,144.99568,Northern Metropolitan,21650.0,1,0.8181818181818181
Bundoora,54 Linacre Dr,5.0,h,1505000.0,S,Barry,2017-01-16 00:09:00,12.1,0.0,5.0,3.0,2.0,659.0,Banyule City Council,-37.68591,145.07825,Northern Metropolitan,10175.0,0,0.9545454545454546
Broadmeadows,3 Cornell Cl,5.0,h,850000.0,PI,YPA,2017-01-23 00:09:00,14.0,0.0,5.0,2.0,2.0,648.4000000000001,Hume City Council,-37.67391,144.94044,Northern Metropolitan,4294.0,0,0.8636363636363636
Bentleigh East,9A Purtell St,4.0,t,1285000.0,S,Jellis,2017-01-21 00:10:00,13.8,0.0,4.0,2.0,2.0,494.19999999999993,Glen Eira City Council,-37.92538,145.05123999999998,Southern Metropolitan,10969.0,0,0.9090909090909091
Hampton,41 Orlando St,4.0,h,2160000.0,S,hockingstuart,2016-01-28 00:05:00,13.7,0.0,4.0,2.0,1.0,577.0,Bayside City Council,-37.9382,144.9997,Southern Metropolitan,5454.0,0,0.9545454545454546
Bentleigh East,21b Northam Rd,3.0,t,990000.0,S,Buxton,2016-01-03 00:09:00,13.9,0.0,3.587440461389402,3.1989602339296246,2.0,460.6,Glen Eira City Council,-37.92599604249951,145.0001945673933,Southern Metropolitan,10969.0,1,0.5909090909090908
Wyndham Vale,24 Pelham Cr,3.0,h,417000.0,S,Barry,2017-01-14 00:10:00,27.2,0.0,3.0,2.0,2.0,400.0,Wyndham City Council,-37.88352,144.62253,Western Metropolitan,5262.0,1,0.8636363636363636
Fitzroy North,50 Freeman St,2.0,h,870000.0,S,Nelson,2016-01-03 00:09:00,3.5,0.0,2.0,1.0,0.0,107.0,Moreland City Council,-37.7898,144.9794,Northern Metropolitan,6244.0,0,0.9545454545454546
Roxburgh Park,5 Porter Av,3.0,h,610000.0,S,Ray,2017-01-14 00:10:00,20.6,0.0,3.0,2.0,2.0,487.0,Hume City Council,-37.63555,144.93221,Northern Metropolitan,5833.0,1,0.9090909090909091
Port Melbourne,13 Park Sq,4.0,h,2160000.0,PI,Buxton,2017-01-14 00:10:00,3.5,0.0,4.0,2.0,3.0,391.0,Melbourne City Council,-37.83964,144.935,Southern Metropolitan,8648.0,0,0.9545454545454546
Melton South,9 Richard Rd,4.0,h,420000.0,SP,YPA,2017-01-14 00:10:00,29.8,0.0,4.0,2.0,2.0,589.0,Melton City Council,-37.69548,144.57413,Western Victoria,4718.0,1,0.8636363636363636
Footscray,4 Adelaide St,4.0,h,1225000.0,SP,Nelson,2016-01-03 00:12:00,6.4,0.0,4.0,2.0,1.0,319.0,Maribyrnong City Council,-37.7943,144.8875,Western Metropolitan,7570.0,0,0.9090909090909091
Nunawading,8 Outlook Dr,3.0,h,970000.0,VB,Barry,2018-01-10 00:02:00,15.4,0.0,3.0,1.0,2.0,588.0,Manningham City Council,-37.80794,145.18282,Eastern Metropolitan,4973.0,0,0.9545454545454546
Bentleigh East,3 Molden St,5.0,h,1550000.0,S,Hodges,2016-01-18 00:06:00,13.9,0.0,5.0,3.0,2.0,623.0,Glen Eira City Council,-37.9066,145.0541,Southern Metropolitan,10969.0,0,0.9545454545454546
Bentleigh East,40 Waratah St,4.0,t,950000.0,PI,Buxton,2017-01-18 00:03:00,13.9,0.0,4.0,2.0,1.0,450.0,Glen Eira City Council,-37.9133,145.0837,Southern Metropolitan,10969.0,1,0.9090909090909091
Thomastown,15 Carrington Bvd,4.0,h,600000.0,PI,HAR,2018-01-10 00:02:00,15.3,0.0,4.0,1.0,5.0,581.0,Whittlesea City Council,-37.67888,144.98909,Northern Metropolitan,7955.0,1,0.8181818181818181
Hampton,407/427 Hampton St,1.0,u,390000.0,VB,Hodges,2016-01-18 00:06:00,13.7,0.0,2.2974234128197955,1.8785773302828748,2.0,205.40000000000003,Bayside City Council,-37.8464135778811,145.01911661326434,Southern Metropolitan,5454.0,1,0.5909090909090908
Werribee,5 Wongabeena Gr,4.0,h,580000.0,S,Wyndham,2018-01-10 00:02:00,14.7,0.0,4.0,2.0,2.0,294.0,Wyndham City Council,-37.90304,144.61191000000002,Western Metropolitan,16166.0,1,0.9090909090909091
Brighton East,56 Lucas St,3.0,h,1850000.0,VB,Kay,2018-01-03 00:03:00,10.3,0.0,3.0,2.0,2.0,278.0,Bayside City Council,-37.92314,145.01082,Southern Metropolitan,6938.0,1,0.8636363636363636
Campbellfield,1/63 Mont Albert Dr,3.0,h,430000.0,S,Raine,2018-01-03 00:03:00,16.6,0.0,3.482877161488447,3.2952896403183174,2.0,432.2000000000001,Hume City Council,-37.846759203776095,145.030320727755,Northern Metropolitan,1889.0,1,0.5909090909090908
Bentleigh East,8 Larman St,3.0,h,1302500.0,SP,Buxton,2016-01-10 00:12:00,13.9,0.0,2.316086667384241,2.9428752612560674,2.0,563.6,Glen Eira City Council,-37.837686600709674,144.93006752178164,Southern Metropolitan,10969.0,1,0.5909090909090908
Essendon,12/82 Raleigh St,2.0,u,650000.0,SP,Frank,2018-01-03 00:03:00,7.5,0.0,2.3285654757587757,3.909798987939854,2.0,614.4,Moonee Valley City Council,-37.95789172898793,145.08352004745743,Western Metropolitan,9264.0,1,0.5909090909090908
Ascot Vale,48 Middle St,3.0,h,1175000.0,S,Rendina,2017-01-14 00:10:00,4.3,0.0,3.0,1.0,2.0,237.00000000000003,Moonee Valley City Council,-37.77677,144.925,Western Metropolitan,6567.0,1,0.8181818181818181
Ascot Vale,1/165 Kent St,2.0,u,560000.0,S,Nelson,2017-01-14 00:10:00,4.3,0.0,3.5586346273043645,1.0289856873167351,2.0,885.3999999999999,Moonee Valley City Council,-37.79507567198606,145.22326107185134,Western Metropolitan,6567.0,1,0.5909090909090908
Armadale,9/581 Orrong Rd,2.0,u,580000.0,VB,Marshall,2017-01-14 00:10:00,6.3,0.0,2.8862526777281436,2.872765249381905,2.0,0.0,Stonnington City Council,-37.933111480429005,144.85124652938256,Southern Metropolitan,4836.0,1,0.5909090909090908
Yarraville,40 Drew St,3.0,h,910000.0,PI,hockingstuart,2017-01-07 00:10:00,6.3,0.0,3.0,1.0,3.0,485.59999999999997,Maribyrnong City Council,-37.81609,144.87282,Western Metropolitan,6543.0,1,0.8181818181818181
MacLeod,2/88 Torbay St,2.0,u,677000.0,S,Miles,2018-01-03 00:03:00,12.7,0.0,4.041219996372288,3.1665328528594414,2.0,498.40000000000003,Banyule City Council,-37.723556805175164,144.86884877336365,Northern Metropolitan,4168.0,1,0.5909090909090908
Hampton,18 Kingston St,4.0,h,2400000.0,PI,Nick,2016-01-12 00:11:00,13.7,0.0,4.0,2.0,2.0,663.0,Bayside City Council,-37.9323,145.0137,Southern Metropolitan,5454.0,1,0.8636363636363636
Bentleigh,3 Roma St,4.0,h,1300000.0,VB,hockingstuart,2018-01-03 00:03:00,11.4,0.0,4.0,2.0,1.0,587.0,Glen Eira City Council,-37.92594,145.0433,Southern Metropolitan,6795.0,0,0.9545454545454546
Altona,219 Civic Pde,3.0,h,740000.0,S,Greg,2016-01-28 00:08:00,13.8,0.0,3.0,1.0,2.0,604.0,Hobsons Bay City Council,-37.8631,144.8195,Western Metropolitan,5301.0,1,0.8636363636363636
Greensborough,4 Saul Ct,3.0,h,692500.0,S,Buckingham,2017-01-09 00:12:00,16.1,0.0,3.0,1.0,2.0,572.5999999999999,Banyule City Council,-37.71806,145.0929,Northern Metropolitan,8524.0,1,0.8181818181818181
St Albans,139 Taylors Rd,4.0,h,680000.0,S,Barry,2018-01-24 00:02:00,14.0,0.0,4.0,1.0,1.0,591.0,Brimbank City Council,-37.72834,144.79987,Western Metropolitan,14042.0,1,0.8636363636363636
Knoxfield,40 Coromandel Cr,3.0,h,870000.0,PI,OBrien,2018-01-24 00:02:00,23.3,0.0,3.0,1.0,1.0,989.0,Knox City Council,-37.88827,145.25279,Eastern Metropolitan,2949.0,1,0.8636363636363636
Aberfeldie,25 Beaver St,2.0,h,1705000.0,S,Nelson,2016-01-15 00:10:00,9.1,0.0,2.0,1.0,2.0,809.0,Moonee Valley City Council,-37.7587,144.9015,Western Metropolitan,1543.0,0,0.9090909090909091
Fawkner,13 McDougall St,2.0,h,619000.0,S,Ray,2016-01-13 00:08:00,12.4,0.0,2.0,1.0,2.0,640.0,Hume City Council,-37.7038,144.9638,Northern Metropolitan,5070.0,0,0.9545454545454546
Murrumbeena,4/1 Howe St,2.0,t,745500.0,S,Buxton,2016-01-30 00:07:00,12.1,0.0,2.0,1.0,1.0,186.0,Glen Eira City Council,-37.8947,145.0722,Southern Metropolitan,4442.0,0,0.9545454545454546
Altona,11 Keeshan Ct,3.0,h,683500.0,S,Greg,2016-01-07 00:11:00,13.8,0.0,3.0,1.0,1.0,530.0,Hobsons Bay City Council,-37.8594,144.817,Western Metropolitan,5301.0,1,0.8636363636363636
Melbourne,10/628 St Kilda Rd,2.0,h,796000.0,S,Buxton,2016-01-17 00:09:00,2.8,3000.0,1.9440438641149065,1.0907919070212777,2.0,227.20000000000002,Melbourne City Council,-37.97605795662377,145.00774362167348,Northern Metropolitan,17496.0,1,0.5909090909090908
Melbourne,1001/639 Little Bourke St,2.0,u,470000.0,VB,Greg,2017-01-18 00:03:00,2.8,3000.0,2.0,1.0,2.0,0.0,Melbourne City Council,-37.816,144.9535,Northern Metropolitan,17496.0,0,1.0
Melbourne,506/70 Queens Rd,1.0,u,390000.0,VB,MICM,2017-01-18 00:03:00,2.8,3000.0,2.4783071099971763,1.7429958795190423,2.0,0.0,Melbourne City Council,-37.759666880742245,145.16568005927843,Northern Metropolitan,17496.0,1,0.6363636363636364
Melbourne,3301/288 Spencer St,2.0,u,650000.0,VB,Elite,2017-01-18 00:03:00,2.8,3000.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8138,144.952,Northern Metropolitan,17496.0,1,0.9545454545454546
Melbourne,715/300 Swanston St,2.0,u,483000.0,S,Greg,2017-01-18 00:03:00,2.8,3000.0,1.0,1.0,1.0,0.0,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496.0,0,1.0
